"wake_aligned_time_hours","value"
0.000694444444444444,-0.0216757516782343
0.00208333333333333,-0.0105693404559913
0.00347222222222222,-0.0161439475524105
0.00486111111111111,0.0116668992708939
0.00625,-0.00110684958400486
0.00763888888888889,-0.0367360575605193
0.00902777777777778,-0.0859557855599143
0.0104166666666667,-0.0633063222232476
0.0118055555555556,-0.05152428838522
0.0131944444444444,-0.00306578986463688
0.0145833333333333,-0.00437611200924137
0.0159722222222222,-0.0240378105640703
0.0173611111111111,-0.0166430063723391
0.01875,-0.0373470850778568
0.0201388888888889,-0.0366051094832436
0.0215277777777778,-0.0215338249000678
0.0229166666666667,-0.0223495838429616
0.0243055555555556,-0.0588322140198938
0.0256944444444444,-0.0521618874215031
0.0270833333333333,-0.0824796205701516
0.0284722222222222,-0.0493820162352292
0.0298611111111111,-0.075122205127097
0.03125,-0.0908376307593926
0.0326388888888889,-0.114632372883596
0.0340277777777778,-0.100913095884647
0.0354166666666667,-0.0981766527916332
0.0368055555555556,-0.107044853504157
0.0381944444444444,-0.126945149884659
0.0395833333333333,-0.14043452800674
0.0409722222222222,-0.125692703816262
0.0423611111111111,-0.109828597160295
0.04375,-0.0964898261172228
0.0451388888888889,-0.125093860015063
0.0465277777777778,-0.129323735234911
0.0479166666666667,-0.126257384845845
0.0493055555555556,-0.137039889621155
0.0506944444444444,-0.101053195769983
0.0520833333333333,-0.132474595452275
0.0534722222222222,-0.107358831219673
0.0548611111111111,-0.129226847338314
0.05625,-0.122842131444315
0.0576388888888889,-0.105286003529554
0.0590277777777778,-0.163846653282774
0.0604166666666667,-0.159501724790568
0.0618055555555556,-0.129638577522339
0.0631944444444444,-0.107383632708306
0.0645833333333333,-0.130901751639448
0.0659722222222222,-0.148543852879743
0.0673611111111111,-0.141418298144765
0.06875,-0.148950231667521
0.0701388888888889,-0.128438430294682
0.0715277777777778,-0.103425161797813
0.0729166666666667,-0.148488732909289
0.0743055555555556,-0.13281154338627
0.0756944444444444,-0.134315784792686
0.0770833333333333,-0.130330181805701
0.0784722222222222,-0.128863153687023
0.0798611111111111,-0.145524765859331
0.08125,-0.15139753866135
0.0826388888888889,-0.168336333788029
0.0840277777777778,-0.146048293710615
0.0854166666666667,-0.164515415786319
0.0868055555555556,-0.131429081277791
0.0881944444444445,-0.136140797363228
0.0895833333333333,-0.147625877848236
0.0909722222222222,-0.14534987192839
0.0923611111111111,-0.119837460281183
0.09375,-0.133558148168348
0.0951388888888889,-0.134718451036841
0.0965277777777778,-0.13818966129614
0.0979166666666667,-0.107764622298506
0.0993055555555555,-0.0995611077892404
0.100694444444444,-0.122480838404575
0.102083333333333,-0.122399817302439
0.103472222222222,-0.0969603854778658
0.104861111111111,-0.0772586300412302
0.10625,-0.0980311886145039
0.107638888888889,-0.100229973928994
0.109027777777778,-0.100825673531713
0.110416666666667,-0.120208377571518
0.111805555555556,-0.104555210176584
0.113194444444444,-0.126543003164006
0.114583333333333,-0.132523440742889
0.115972222222222,-0.11031837529796
0.117361111111111,-0.12567573206948
0.11875,-0.135121290296686
0.120138888888889,-0.124766677768151
0.121527777777778,-0.129785126242334
0.122916666666667,-0.147976703790786
0.124305555555556,-0.170475962611173
0.125694444444444,-0.154892251131568
0.127083333333333,-0.163726675386377
0.128472222222222,-0.159128453989333
0.129861111111111,-0.13961705353143
0.13125,-0.147054130642195
0.132638888888889,-0.150375574602274
0.134027777777778,-0.145686396778696
0.135416666666667,-0.116713353671316
0.136805555555556,-0.137557991914288
0.138194444444444,-0.123957450615506
0.139583333333333,-0.102210441931351
0.140972222222222,-0.113465041062105
0.142361111111111,-0.145540518997813
0.14375,-0.14338552420661
0.145138888888889,-0.139357074212126
0.146527777777778,-0.135142059173614
0.147916666666667,-0.148894493085792
0.149305555555556,-0.127260345068465
0.150694444444444,-0.106301222508531
0.152083333333333,-0.113325837929042
0.153472222222222,-0.139683611654865
0.154861111111111,-0.143130483409661
0.15625,-0.162603124311439
0.157638888888889,-0.149614430264687
0.159027777777778,-0.143582464844297
0.160416666666667,-0.151856887235157
0.161805555555556,-0.145083367534931
0.163194444444444,-0.136314576768961
0.164583333333333,-0.161984031889653
0.165972222222222,-0.155152231313099
0.167361111111111,-0.121393921321748
0.16875,-0.0951027461132018
0.170138888888889,-0.0682979371897463
0.171527777777778,-0.0990281564764766
0.172916666666667,-0.111193206195372
0.174305555555556,-0.0705568962312259
0.175694444444444,-0.0695654021182243
0.177083333333333,-0.090682804986232
0.178472222222222,-0.129534680696884
0.179861111111111,-0.099699620380268
0.18125,-0.137792323989534
0.182638888888889,-0.150975652054732
0.184027777777778,-0.100020308481009
0.185416666666667,-0.121463811082734
0.186805555555556,-0.0919896586611423
0.188194444444444,-0.101745064710085
0.189583333333333,-0.110061971752271
0.190972222222222,-0.133354843126921
0.192361111111111,-0.133690303129898
0.19375,-0.12717768567901
0.195138888888889,-0.120660704357668
0.196527777777778,-0.12292211362222
0.197916666666667,-0.114975815791858
0.199305555555556,-0.10583133557381
0.200694444444444,-0.0993365166533516
0.202083333333333,-0.107424389827024
0.203472222222222,-0.109372356902914
0.204861111111111,-0.113465986170601
0.20625,-0.146355035109605
0.207638888888889,-0.151782440181437
0.209027777777778,-0.11362530616742
0.210416666666667,-0.124415589475101
0.211805555555556,-0.140735108920767
0.213194444444444,-0.125964147569242
0.214583333333333,-0.130104631850251
0.215972222222222,-0.132748432506335
0.217361111111111,-0.0852703027537958
0.21875,-0.119313655542485
0.220138888888889,-0.148105249605448
0.221527777777778,-0.153261400730109
0.222916666666667,-0.127634992400123
0.224305555555556,-0.0999559500615713
0.225694444444444,-0.102561293190745
0.227083333333333,-0.146341423712379
0.228472222222222,-0.110265224771645
0.229861111111111,-0.11804391995029
0.23125,-0.109644373216607
0.232638888888889,-0.116311703145532
0.234027777777778,-0.121679206466453
0.235416666666667,-0.150469360309578
0.236805555555556,-0.163999879023793
0.238194444444444,-0.155362057417779
0.239583333333333,-0.148228619314595
0.240972222222222,-0.174637504726738
0.242361111111111,-0.161430453781398
0.24375,-0.117800233991178
0.245138888888889,-0.129508531482827
0.246527777777778,-0.126974150740751
0.247916666666667,-0.108513774528354
0.249305555555556,-0.0938853735240458
0.250694444444444,-0.0944602801621527
0.252083333333333,-0.134324810718107
0.253472222222222,-0.0919624344059574
0.254861111111111,-0.0976658133532363
0.25625,-0.103748467526956
0.257638888888889,-0.102808812815201
0.259027777777778,-0.0894706995672183
0.260416666666667,-0.0774322120760954
0.261805555555556,-0.0952860787979434
0.263194444444444,-0.105628601879838
0.264583333333333,-0.0983067152206857
0.265972222222222,-0.094773886702627
0.267361111111111,-0.090491484460116
0.26875,-0.0945975355038416
0.270138888888889,-0.0749449994541294
0.271527777777778,-0.0971721798203589
0.272916666666667,-0.0809019881860004
0.274305555555556,-0.105343984786249
0.275694444444444,-0.1213564197854
0.277083333333333,-0.145039263182391
0.278472222222222,-0.112047156550508
0.279861111111111,-0.0950418644434218
0.28125,-0.0899031886382004
0.282638888888889,-0.10327430287784
0.284027777777778,-0.122256084379785
0.285416666666667,-0.0971894900365345
0.286805555555556,-0.0972032976912576
0.288194444444444,-0.0937651883590027
0.289583333333333,-0.0879045246379865
0.290972222222222,-0.0750662495052374
0.292361111111111,-0.0890632665666917
0.29375,-0.108625065858567
0.295138888888889,-0.0814385240502207
0.296527777777778,-0.0818550985307019
0.297916666666667,-0.102266058699692
0.299305555555556,-0.0718848595203976
0.300694444444444,-0.0685718298439875
0.302083333333333,-0.0681637087666255
0.303472222222222,-0.081832867538719
0.304861111111111,-0.0850142358954375
0.30625,-0.0836834176815236
0.307638888888889,-0.0793285550630128
0.309027777777778,-0.0899135240841507
0.310416666666667,-0.0983632358322769
0.311805555555556,-0.0794786746215988
0.313194444444444,-0.0648408735436389
0.314583333333333,0.00140328534014704
0.315972222222222,0.00152394556904813
0.317361111111111,-0.0224396042298167
0.31875,-0.0633148808979961
